id,category,muscle_group,difficulty,demonstration_url,description,created_at,name_en,name_es,equipment,type,is_compound,movement_pattern,notes,slug
"d5d7193b-34e2-457f-be8d-e28b5ed57c27","cardio","conditioning","beginner",,,"2026-04-24T22:58:47.864633+00:00","Running","Correr","treadmill/outdoor","cardio","true","locomotion",,"running"
"36948c1d-3ab5-487e-a408-14f873254199","cardio","conditioning","intermediate",,,"2026-04-24T22:58:47.864633+00:00","Sprint Intervals","Intervalos de sprint","bodyweight","cardio","true","conditioning",,"sprint-intervals"
"ba32efe6-1832-48d4-9cb6-9bc6fed95ce4","cardio","conditioning","beginner",,,"2026-04-24T22:58:47.864633+00:00","Stair Climber","Escaladora","machine","cardio","true","conditioning",,"stair-climber"
"063ef91e-60e6-4d70-8dca-fa2d5ab22d9b","chest","chest","beginner",,,"2026-04-24T22:58:47.864633+00:00","Wide Push-Up","Flexión abierta","bodyweight","calisthenics","true","horizontal_push",,"wide-push-up"
"8142c4ea-3356-4615-bfad-1c38ac8fdc28","chest","lower chest","intermediate",,,"2026-04-24T22:58:47.864633+00:00","Decline Bench Press","Press declinado","barbell","gym","true","decline_push",,"decline-bench-press"
"09185da1-7580-4477-bb22-a38b728398b9","chest","pectorals","intermediate",,,"2026-04-24T22:58:47.864633+00:00","Barbell Bench Press","Press de banca con barra","barbell","gym","true","horizontal_push",,"barbell-bench-press"
"770be561-6405-492d-9935-88b9f902644b","chest","pectorals","intermediate",,,"2026-04-24T22:58:47.864633+00:00","Cable Chest Fly","Aperturas en polea","cable","gym","true","horizontal_adduction",,"cable-chest-fly"
"0a0c16c1-6956-4f97-8c65-92b1093e7a54","chest","pectorals","beginner",,,"2026-04-24T22:58:47.864633+00:00","Chest Fly","Aperturas de pecho","machine","gym","true","horizontal_adduction",,"chest-fly"
"6ff2df01-13bf-4d87-b29b-65b5a0bd8195","chest","pectorals","beginner",,,"2026-04-24T22:58:47.864633+00:00","Chest Press Machine","Press de pecho en máquina","machine","gym","true","horizontal_push",,"chest-press-machine"
"4d6b86c6-47b5-4d7e-bec7-2339e9959f15","chest","pectorals","intermediate",,,"2026-04-24T22:58:47.864633+00:00","Dumbbell Bench Press","Press de banca con mancuernas","dumbbells","gym","true","horizontal_push",,"dumbbell-bench-press"
"899715af-faad-484d-9dc3-34882f71be9f","chest","pectorals","intermediate",,,"2026-04-24T22:58:47.864633+00:00","Dumbbell Fly","Aperturas con mancuernas","dumbbells","gym","true","horizontal_adduction",,"dumbbell-fly"
"96ebd8ac-386a-468c-a138-d449419a28b1","chest","pectorals","beginner",,,"2026-04-24T22:58:47.864633+00:00","Machine Chest Press","Press de pecho en máquina","machine","gym","true","horizontal_push",,"machine-chest-press"
"8e198a0a-f530-4cdd-af36-480ba877bda1","chest","pectorals","beginner",,,"2026-04-24T22:58:47.864633+00:00","Push-Up","Flexión de brazos","bodyweight","calisthenics","true","horizontal_push",,"push-up"
"ce31f3cb-d209-4293-aaf4-d8ade9bd78d2","chest","triceps/chest","intermediate",,,"2026-04-24T22:58:47.864633+00:00","Diamond Push-Up","Flexión diamante","bodyweight","calisthenics","true","horizontal_push",,"diamond-push-up"
"f18073c3-addf-4bc7-8591-277ce1ca03ea","chest","upper chest","intermediate",,,"2026-04-24T22:58:47.864633+00:00","Decline Push-Up","Flexión declinada","bodyweight","calisthenics","true","horizontal_push",,"decline-push-up"
"cb80c952-e124-402e-ac76-6a8bfa847a78","chest","upper chest","intermediate",,,"2026-04-24T22:58:47.864633+00:00","Incline Barbell Bench Press","Press inclinado con barra","barbell","gym","true","incline_push",,"incline-barbell-bench-press"
"3827d55d-3f25-456e-adca-bba079aaead8","chest","upper chest","intermediate",,,"2026-04-24T22:58:47.864633+00:00","Incline Dumbbell Bench Press","Press inclinado con mancuernas","dumbbells","gym","true","incline_push",,"incline-dumbbell-bench-press"
"8f4d722e-e8c9-4625-a83d-8b89324ba9e5","chest","upper chest","beginner",,,"2026-04-24T22:58:47.864633+00:00","Incline Push-Up","Flexión inclinada","bodyweight","calisthenics","true","horizontal_push",,"incline-push-up"
"f8b91679-4ed3-42e9-9df4-df5152a7f970","core","abdominals","beginner",,,"2026-04-24T22:58:47.864633+00:00","Ab Crunch Machine","Máquina de abdominales","machine","gym","true","spinal_flexion",,"ab-crunch-machine"
"ebe3a2d6-720a-4903-bd89-76ba779da5a6","core","abdominals","advanced",,,"2026-04-24T22:58:47.864633+00:00","Ab Wheel Rollout","Rueda abdominal","ab wheel","gym","true","anti_extension",,"ab-wheel-rollout"
"a17ae501-9206-426c-a4df-375ca7c21144","core","abdominals","beginner",,,"2026-04-24T22:58:47.864633+00:00","Cable Crunch","Crunch en polea","cable","gym","true","spinal_flexion",,"cable-crunch"
"6aedb799-e9d9-4ae1-8f13-60408c2942e0","core","abdominals","beginner",,,"2026-04-24T22:58:47.864633+00:00","Crunch","Crunch abdominal","bodyweight","calisthenics","true","spinal_flexion",,"crunch"
"edd72641-d8f9-4b5d-92b8-bfd25f204879","core","abdominals","beginner",,,"2026-04-24T22:58:47.864633+00:00","Plank","Plancha","bodyweight","calisthenics","true","anti_extension",,"plank"
"63cde235-6bb6-496b-88d7-976d891c1dfd","core","abdominals","beginner",,,"2026-04-24T22:58:47.864633+00:00","Sit-Up","Abdominal completo","bodyweight","calisthenics","true","spinal_flexion",,"sit-up"
"3ce5f9c1-5c03-4356-866d-cf0c4ae108db","core","core","beginner",,,"2026-04-24T22:58:47.864633+00:00","Hollow Body Hold","Hollow hold","bodyweight","calisthenics","true","anti_extension",,"hollow-body-hold"
"dad7f29f-73ed-42b4-a0e4-30f8439123ac","core","core","advanced",,,"2026-04-24T22:58:47.864633+00:00","L-Sit","L-sit","bodyweight","calisthenics","true","isometric_core",,"l-sit"
"4f1f4ae2-ea0b-4aae-b8a3-c6834034dd42","core","core/cardio","beginner",,,"2026-04-24T22:58:47.864633+00:00","Mountain Climbers","Escaladores","bodyweight","calisthenics","true","dynamic_core",,"mountain-climbers"
"abe672a1-9ea1-48aa-a0fb-6e0dcffd0ccd","core","deep core","beginner",,,"2026-04-24T22:58:47.864633+00:00","Bird Dog","Bird dog","bodyweight","calisthenics","true","anti_rotation",,"bird-dog"
"fab3e2e3-e8f3-487d-aaf1-6ba277248b93","core","deep core","beginner",,,"2026-04-24T22:58:47.864633+00:00","Dead Bug","Dead bug","bodyweight","calisthenics","true","anti_extension",,"dead-bug"
"5cc61247-59a3-4e10-9bda-5d2fb19c37e4","core","lower abs","intermediate",,,"2026-04-24T22:58:47.864633+00:00","Hanging Knee Raise","Elevación de rodillas colgado","bodyweight","calisthenics","true","hip_flexion",,"hanging-knee-raise"
"c6c53728-1f56-4ae2-99f7-818b675355c3","core","lower abs","advanced",,,"2026-04-24T22:58:47.864633+00:00","Hanging Leg Raise","Elevación de piernas colgado","bodyweight","calisthenics","true","hip_flexion",,"hanging-leg-raise"
"7698e8da-482d-4571-843e-e4e37164dc17","core","obliques","beginner",,,"2026-04-24T22:58:47.864633+00:00","Russian Twist","Giro ruso","bodyweight","calisthenics","true","rotation",,"russian-twist"
"a7419365-dfb7-4f95-af1b-d537988e9a17","core","obliques","beginner",,,"2026-04-24T22:58:47.864633+00:00","Side Plank","Plancha lateral","bodyweight","calisthenics","true","anti_lateral_flexion",,"side-plank"
"5451561a-66bf-41a6-b1dd-7547f932a4e1","functional","conditioning","beginner",,,"2026-04-24T22:58:47.864633+00:00","Battle Ropes","Cuerdas de batalla","battle ropes","functional","true","conditioning",,"battle-ropes"
"effb687b-1e19-405c-8097-7e7829f8badc","functional","full body","intermediate",,,"2026-04-24T22:58:47.864633+00:00","Burpee","Burpee","bodyweight","functional","true","burpee",,"burpee"
"e4433430-5ccd-4015-8045-218f52f2b3e8","functional","full body","beginner",,,"2026-04-24T22:58:47.864633+00:00","Medicine Ball Slam","Golpe con balón medicinal","medicine ball","functional","true","slam",,"medicine-ball-slam"
"6189e828-808b-4778-8495-401110b9796f","functional","full body","intermediate",,,"2026-04-24T22:58:47.864633+00:00","Sled Push","Empuje de trineo","sled","functional","true","push",,"sled-push"
"f3e474d8-487c-4f3d-a3da-48a4b0086591","functional","glutes/hamstrings","intermediate",,,"2026-04-24T22:58:47.864633+00:00","Kettlebell Swing","Swing con kettlebell","kettlebell","functional","true","hinge_power",,"kettlebell-swing"
"de7bc5f1-207e-40a8-9942-e6d433a6faa0","functional","grip/core","beginner",,,"2026-04-24T22:58:47.864633+00:00","Farmer's Walk","Caminata del granjero","dumbbells","functional","true","carry",,"farmer-s-walk"
"ce2a8794-8545-45bc-947f-1b4e3bba7be6","functional","legs/power","intermediate",,,"2026-04-24T22:58:47.864633+00:00","Box Jump","Salto al cajón","box","functional","true","jump",,"box-jump"
"9a693583-a1f0-45bb-82e5-af85513debdb","legs","adductors","beginner",,,"2026-04-24T22:58:47.864633+00:00","Hip Adduction","Aducción de cadera","machine","gym","true","hip_adduction",,"hip-adduction"
"64d8cbe8-206f-499b-85cd-5adb77da4fe2","legs","calves","beginner",,,"2026-04-24T22:58:47.864633+00:00","Calf Raise","Elevación de talones","machine","gym","true","ankle_plantarflexion",,"calf-raise"
"ff697157-b376-4fb5-96b7-de2a2d235043","legs","calves","beginner",,,"2026-04-24T22:58:47.864633+00:00","Seated Calf Raise","Elevación de talones sentado","machine","gym","true","ankle_plantarflexion",,"seated-calf-raise"
"d5e44580-6812-4e2a-aecb-5b4a32ce6133","legs","calves","beginner",,,"2026-04-24T22:58:47.864633+00:00","Standing Calf Raise","Elevación de talones de pie","machine","gym","true","ankle_plantarflexion",,"standing-calf-raise"
"fe863405-0134-425a-8916-8960e7d547cc","legs","glutes","beginner",,,"2026-04-24T22:58:47.864633+00:00","Cable Kickback","Patada de glúteo en polea","cable","gym","true","hip_extension",,"cable-kickback"
"5ea40e6b-7523-4676-ae65-4fdc3d9ac80a","legs","glutes","beginner",,,"2026-04-24T22:58:47.864633+00:00","Glute Bridge","Puente de glúteo","bodyweight","calisthenics","true","hip_extension",,"glute-bridge"
"f6e653f7-6fd8-48f1-b813-de2e1921b93f","legs","glutes","intermediate",,,"2026-04-24T22:58:47.864633+00:00","Hip Thrust","Hip thrust","barbell","gym","true","hip_extension",,"hip-thrust"
"a257b94e-9403-4aa5-add7-6ee2f49cf770","legs","glutes medius","beginner",,,"2026-04-24T22:58:47.864633+00:00","Hip Abduction","Abducción de cadera","machine","gym","true","hip_abduction",,"hip-abduction"
"4ffa0fe6-2947-4138-b09b-602923e18c0d","legs","glutes/adductors","beginner",,,"2026-04-24T22:58:47.864633+00:00","Sumo Squat","Sentadilla sumo","dumbbell","gym","true","squat",,"sumo-squat"
"9f882e80-6b9c-4b00-8172-b11efdf8c10c","legs","glutes/hamstrings","intermediate",,,"2026-04-24T22:58:47.864633+00:00","Cable Pull-Through","Pull-through en polea","cable","gym","true","hip_hinge",,"cable-pull-through"
"b8c3ff2a-9a43-41c6-803a-b6edec792676","legs","glutes/hamstrings","advanced",,,"2026-04-24T22:58:47.864633+00:00","Sumo Deadlift","Peso muerto sumo","barbell","gym","true","hip_hinge",,"sumo-deadlift"
"df4dba4f-6994-42c4-92e3-cb1461495597","legs","glutes/quads","intermediate",,,"2026-04-24T22:58:47.864633+00:00","Bulgarian Split Squat","Sentadilla búlgara","dumbbells","gym","true","split_squat",,"bulgarian-split-squat"
"bc34a4f9-bd9c-4de5-b765-97450c077475","legs","glutes/quads","beginner",,,"2026-04-24T22:58:47.864633+00:00","Lunge","Zancada","bodyweight","calisthenics","true","split_squat",,"lunge"
"1c3e0e6b-5745-469c-91b6-ab0f55c0c78a","legs","glutes/quads","beginner",,,"2026-04-24T22:58:47.864633+00:00","Reverse Lunge","Zancada hacia atrás","bodyweight","calisthenics","true","split_squat",,"reverse-lunge"
"8804179a-2f68-4fcf-8663-bf2a7c8a739c","legs","glutes/quads","beginner",,,"2026-04-24T22:58:47.864633+00:00","Step-Up","Subida al cajón","dumbbells","functional","true","step_up",,"step-up"
"34ed5980-1522-4151-9715-69a5f1d88fd6","legs","glutes/quads","beginner",,,"2026-04-24T22:58:47.864633+00:00","Walking Lunge","Zancada caminando","dumbbells","gym","true","split_squat",,"walking-lunge"
"1ee7aa8d-7d2b-4f4d-93b4-338a01d2f1a2","legs","hamstrings","beginner",,,"2026-04-24T22:58:47.864633+00:00","Leg Curl","Curl femoral","machine","gym","true","knee_flexion",,"leg-curl"
"dc36335d-49b8-48e5-bdda-b1839a5f2c18","legs","hamstrings","beginner",,,"2026-04-24T22:58:47.864633+00:00","Lying Leg Curl","Curl femoral acostado","machine","gym","true","knee_flexion",,"lying-leg-curl"
"1c72b858-5d74-475c-849b-f66163d6fae8","legs","hamstrings","intermediate",,,"2026-04-24T22:58:47.864633+00:00","Romanian Deadlift","Peso muerto rumano","barbell","gym","true","hip_hinge",,"romanian-deadlift"
"d88dd669-0ce8-4379-a6e8-109e659f2aac","legs","hamstrings","beginner",,,"2026-04-24T22:58:47.864633+00:00","Seated Leg Curl","Curl femoral sentado","machine","gym","true","knee_flexion",,"seated-leg-curl"
"24d2bd90-3122-4497-9fc9-e44ceb77bfc9","legs","hamstrings","intermediate",,,"2026-04-24T22:58:47.864633+00:00","Stiff-Leg Deadlift","Peso muerto piernas rígidas","barbell","gym","true","hip_hinge",,"stiff-leg-deadlift"
"79c5bef1-3366-4f91-aeb1-7be1e776061f","legs","quadriceps","intermediate",,,"2026-04-24T22:58:47.864633+00:00","Barbell Back Squat","Sentadilla trasera con barra","barbell","gym","true","squat",,"barbell-back-squat"
"4f6b3580-b0c1-484e-93af-b5b8702e179b","legs","quadriceps","intermediate",,,"2026-04-24T22:58:47.864633+00:00","Box Squat","Sentadilla al cajón","barbell","gym","true","squat",,"box-squat"
"ec945d90-bdd8-43c9-b277-1fd77efbf25f","legs","quadriceps","advanced",,,"2026-04-24T22:58:47.864633+00:00","Front Squat","Sentadilla frontal","barbell","gym","true","squat",,"front-squat"
"ed45d7f8-fa33-4ab2-a754-7b717795a188","legs","quadriceps","beginner",,,"2026-04-24T22:58:47.864633+00:00","Goblet Squat","Sentadilla goblet","dumbbell","gym","true","squat",,"goblet-squat"
"9aa62f1d-8e73-464b-9679-ff24089e6bb7","legs","quadriceps","intermediate",,,"2026-04-24T22:58:47.864633+00:00","Hack Squat","Sentadilla hack","machine","gym","true","squat",,"hack-squat"
"0c09c34e-6c50-4d75-b1e9-eed4eae8ed52","legs","quadriceps","beginner",,,"2026-04-24T22:58:47.864633+00:00","Leg Extension","Extensión de piernas","machine","gym","true","knee_extension",,"leg-extension"
"53e3e067-5c87-4a21-96c0-02083c0a74f5","legs","quadriceps","beginner",,,"2026-04-24T22:58:47.864633+00:00","Leg Press","Prensa de piernas","machine","gym","true","squat",,"leg-press"
"c5d52714-892a-464a-95a4-c2f1c74c699c","legs","quadriceps","advanced",,,"2026-04-24T22:58:47.864633+00:00","Pistol Squat","Sentadilla a una pierna","bodyweight","calisthenics","true","single_leg_squat",,"pistol-squat"
"e96956f7-573f-48cf-861c-12608a5f580c","legs","quadriceps","beginner",,,"2026-04-24T22:58:47.864633+00:00","Smith Machine Squat","Sentadilla en Smith","smith machine","gym","true","squat",,"smith-machine-squat"
"b6aacd88-92b2-4cd8-92c2-28734ed802ab","shoulders","delts","intermediate",,,"2026-04-24T22:58:47.864633+00:00","Arnold Press","Press Arnold","dumbbells","gym","true","vertical_push",,"arnold-press"
"c5b4c226-1a55-4650-a68e-cff329959307","shoulders","delts","beginner",,,"2026-04-24T22:58:47.864633+00:00","Dumbbell Shoulder Press","Press de hombro con mancuernas","dumbbells","gym","true","vertical_push",,"dumbbell-shoulder-press"
"6e2c3818-26c5-4326-b4e9-2116e7cac4e3","shoulders","delts","advanced",,,"2026-04-24T22:58:47.864633+00:00","Handstand Push-Up","Flexión en pino","bodyweight","calisthenics","true","vertical_push",,"handstand-push-up"
"8700daad-4844-4bf1-99f0-62ec3a4d665f","shoulders","delts","intermediate",,,"2026-04-24T22:58:47.864633+00:00","Landmine Press","Press con landmine","landmine","gym","true","angled_push",,"landmine-press"
"69e7dee3-8a1a-4d06-804d-4adb34d4077b","shoulders","delts","intermediate",,,"2026-04-24T22:58:47.864633+00:00","Overhead Press","Press militar","barbell","gym","true","vertical_push",,"overhead-press"
"cfb1100b-718d-4917-bfba-35c47d5dcfc6","shoulders","delts","beginner",,,"2026-04-24T22:58:47.864633+00:00","Seated Dumbbell Press","Press sentado con mancuernas","dumbbells","gym","true","vertical_push",,"seated-dumbbell-press"
"dadb2b91-b0c7-47d2-90b9-27bd4aca61fd","shoulders","delts","beginner",,,"2026-04-24T22:58:47.864633+00:00","Shoulder Press Machine","Press de hombro en máquina","machine","gym","true","vertical_push",,"shoulder-press-machine"
"d862c87e-7a37-44cd-9e42-bdc9cafddcbb","shoulders","front delts","beginner",,,"2026-04-24T22:58:47.864633+00:00","Front Raise","Elevaciones frontales","dumbbells","gym","true","shoulder_flexion",,"front-raise"
"2428e072-7176-409f-8b29-35b8d2ec509b","shoulders","rear delts","beginner",,,"2026-04-24T22:58:47.864633+00:00","Rear Delt Fly","Pájaros","dumbbells","gym","true","horizontal_abduction",,"rear-delt-fly"
"59b5df11-249b-4fd6-b49f-730e117e9346","shoulders","rear delts","beginner",,,"2026-04-24T22:58:47.864633+00:00","Reverse Pec Deck","Pec deck invertido","machine","gym","true","horizontal_abduction",,"reverse-pec-deck"
"d0eddb7d-b90a-4722-bb70-60bc93714f87","shoulders","shoulders/core","advanced",,,"2026-04-24T22:58:47.864633+00:00","Handstand Hold","Pino estático","bodyweight","calisthenics","true","isometric_balance",,"handstand-hold"
"aab06460-a794-445d-93a9-748deff61dae","shoulders","side delts","beginner",,,"2026-04-24T22:58:47.864633+00:00","Cable Lateral Raise","Elevaciones laterales en polea","cable","gym","true","shoulder_abduction",,"cable-lateral-raise"
"b2c86c3a-e2cd-4e77-a642-c9cc7065cbce","shoulders","side delts","beginner",,,"2026-04-24T22:58:47.864633+00:00","Lateral Raise","Elevaciones laterales","dumbbells","gym","true","shoulder_abduction",,"lateral-raise"
"453f5e2b-02ad-4f8c-9338-52f8fcbe35eb","shoulders","traps","intermediate",,,"2026-04-24T22:58:47.864633+00:00","Upright Row","Remo al mentón","barbell","gym","true","vertical_pull",,"upright-row"
